title,link,label
Tycoon loses defamation suit,https://www.thestar.com.my/news/nation/2024/11/27/tycoon-loses-defamation-suit,Crime
Motor racing-Norris says he was probably not ready for F1 title battle,https://www.thestar.com.my/sport/motorsport/2024/11/21/motor-racing-norris-says-he-was-probably-not-ready-for-f1-title-battle,Sports
Interview: Devastating floods in Spain underscores to address change -- expert,,Environment
Cricket-Captains hail brilliant Brook after England seal series,https://www.thestar.com.my/sport/cricket/2024/12/08/cricket-captains-hail-brilliant-brook-after-england-seal-series,Sports
sedition trial to KL Court,,Crime
Beyond sun and sea: Puerto Rico set to have a very good tourism season,,Travel and Culture
"Beauty industry turn to mindfulness and sustainability, as seen in Malaysia",,Entertainment & Style
'Economy Madani' framework at the heart of government's vision - Johan Mahmood,,World & Politics
Swiss watchmaker Bovet 1822 embraces change while still keeping tradition alive,https://www.thestar.com.my/lifestyle/style/2024/11/29/a-proud-heritage-of-innovation,Entertainment & Style
"Motor racing-Verstappen takes fourth F1 title, can he make it five in a row?",https://www.thestar.com.my/sport/motorsport/2024/11/24/motor-racing-verstappen-takes-fourth-f1-title-can-he-make-it-five-in-a-row,Sports
Government agencies receive Saga compliance certs,https://www.thestar.com.my/business/business-news/2024/11/29/government-agencies-receive-saga-compliance-certs,Business & Economy
"UPNM bullying case: Five cadets expelled, ordered to pay compensation to govt",https://www.thestar.com.my/news/nation/2024/11/27/upnm-bullying-case-five-cadets-expelled-ordered-to-pay-compensation-to-govt,Crime
"UOB projects 4.7% GDP growth for Malaysia in 2025, driven by strong domestic levers, investments",https://www.thestar.com.my/business/business-news/2024/12/05/uob-projects-47-gdp-growth-for-malaysia-in-2025-driven-by-strong-domestic-levers-investments,Business & Economy
World's captive panda population hits 757,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/world039s-captive-panda-population-hits-757,Environment
Muhyiddin's sedition trial transferred to KL High Court,,Crime
Country’s November manufacturing PMI eases,https://www.thestar.com.my/business/business-news/2024/12/03/countrys-november-manufacturing-pmi-eases,Business & Economy
"Albania police fire tear gas, water cannon at anti-government protesters",https://www.thestar.com.my/news/world/2024/11/27/albania-police-fire-tear-gas-water-cannon-at-anti-government-protesters,World & Politics
The world needs be weaned off our fossil fuel addiction,,Environment
"imprison for Singaporean man who conspired with son and brother to bribe director at zoo with over S$611, 000",,Crime
Indonesian urges of fatal Semarang shooting,,Crime
"Rider Farish
gets chance to shine as injured Hakim pulls out",https://www.thestar.com.my/sport/motorsport/2024/11/23/rider-farishgets-chance-to-shine-as-injured-hakim-pulls-out,Sports
Ewan McGregor: returning to London theatre stage after 17 years a ‘thrill’,,Travel and Culture
programme empowers upskill themselves and impact their community,,Health and Family
'Jekyll and can be more harmful than you might think,,People and Living
"From medicine to mercury, this centre handles various cases",,Health and Family
'Engage your core!' – but how do you really do that?,https://www.thestar.com.my/lifestyle/health/two-fit/2024/11/22/039engage-your-core039---but-how-do-you-really-do-that,Health and Family
US judge will not delay search trial for DOJ switch to Trump administration,,Crime
Plastic is inside us – and end killing off humankind,,Environment
Beyond sun and sea: Puerto Rico set to have a very good tourism season,https://www.thestar.com.my/lifestyle/travel/2024/12/08/beyond-sun-and-sea-puerto-rico-set-to-have-a-very-good-tourism-season,Travel and Culture
curbs ‘easier said than done’,,Science & Technology
Unlocking global teaching opportunity,,Education
Starchild: Why Malaysian kids love bonding with animals,,Health and Family
Death of cadet officer training under investigation,,Crime
Intel's co-CEO Zinsner says chief executive have foundry experience,,Science & Technology
"Motor racing-Oh brother, Leclerc and Leclerc in F1 practice first at Ferrari",https://www.thestar.com.my/sport/motorsport/2024/12/05/motor-racing-oh-brother-leclerc-and-leclerc-in-f1-practice-first-at-ferrari,Sports
Analysts cut India forecast after growth shock,https://www.thestar.com.my/business/business-news/2024/12/02/analysts-cut-india-forecast-after-growth-shock,Business & Economy
"At least S$40,000 lost to Netflix phishing scams in Singapore since October",,Crime
Adele tearfully closes last Las Vegas show: ‘I don’t know I next want to perform’,,Entertainment & Style
world to be weaned off our fossil addiction,,Environment
IOI Corp 1Q25 profit surges on higher palm oil prices,https://www.thestar.com.my/business/business-news/2024/11/27/ioi-corp-1q25-profit-surges-on-higher-palm-oil-prices,Business & Economy
"Zahid urges flood-prone communities to prioritise safety, follow guidelines",https://www.thestar.com.my/news/nation/2024/11/27/zahid-urges-flood-prone-communities-to-prioritise-safety-follow-guidelines,World & Politics
Standing more does not improve cardiovascular health,https://www.thestar.com.my/lifestyle/health/2024/11/27/standing-more-does-not-improve-cardiovascular-health,Health and Family
How three-toed_sloth can support neurodiverse students,,People and Living
Make food not war: Ukrainian chefs train in France,https://www.thestar.com.my/lifestyle/people/2024/11/16/make-food-not-war-ukrainian-chefs-train-in-france,People and Living
Dear I relationship my mum,,People and Living
Dear Thelma: has to lack of life skills,,People and Living
PM reaffirms Laos’ commitment to end violence against women,,Crime
How you sit in the car's passenger seat can save your life,https://www.thestar.com.my/lifestyle/living/2024/11/11/how-you-sit-in-the-car039s-passenger-seat-can-save-your-life,People and Living
Toyota Dream Car Art Contest,,Education
Fears rise of gender reverse in global climate battle,,Environment
Citigroup rolls out artificial intelligence tools for employee in eight countries,,Science & Technology
Olympics-Paris to name sports venue after dead Ugandan Olympian Cheptegei,https://www.thestar.com.my/sport/athletics/2024/09/07/olympics-paris-to-name-sports-venue-after-dead-ugandan-olympian-cheptegei,Sports
New digital banks fuel sector growth in 2024,,Science & Technology
Muhyiddin's sedition trial transferred to KL High Court,https://www.thestar.com.my/news/nation/2024/11/27/muhyiddin039s-sedition-trial-transferred-to-kl-high-court,Crime
Edinburgh’s ‘alternative’ tour guides show a different side of the city,https://www.thestar.com.my/lifestyle/travel/2024/12/03/edinburghs-alternative-tour-guides-show-a-different-side-of-the-city,Travel and Culture
Malaysian-born author’s debut is a sci-fi thriller spanning Earth and the cosmos,,Travel and Culture
Heart and Soul: Of childhood friendship and innocence,,People and Living
"Mohd Irwan feeling vindicated, six years after CBT allegations emerged",,Crime
A historic city becomes a little greener,https://www.thestar.com.my/news/environment/2023/04/22/a-historic-city-becomes-a-little-greener,Environment
judge delay Google search trial for DOJ switch to Trump,,Crime
Best-selling Taiwanese romance writer Chiung Yao dead at 86,,Travel and Culture
can derail climate,,Business & Economy
Starchild: What Malaysian think of their,,Health and Family
China investigates defence minister for corruption: report,,World & Politics
"Fewest new HIV cases to date, but decrease is not fast enough",,Health and Family
Malaysian author explores complexities of teenage life with debut Tamil-English book,https://www.thestar.com.my/lifestyle/family/2024/12/07/malaysian-author-debuts-her-tamil-english-book,Health and Family
media curbs ‘easier said than done’,,Science & Technology
Multiple para athletes say reaching equality will take more work,https://www.thestar.com.my/sport/athletics/2024/09/07/multiple-para-athletes-say-reaching-equality-will-take-more-work,Sports
How metabolic syndrome affects,,Health and Family
Malaysians are battling growing mountains of waste,,Environment
Musk's xAI plans massive expansion of AI supercomputer in Memphis,https://www.thestar.com.my/tech/tech-news/2024/12/05/musk039s-xai-plans-massive-expansion-of-ai-supercomputer-in-memphis,Science & Technology
"Weekend for Chinatown, Klang River, Tempatan, KLEX festivals",,Travel and Culture
Athletics-Chicago Marathon plans to honour late record-holder Kiptum,https://www.thestar.com.my/sport/athletics/2024/09/28/athletics-chicago-marathon-plans-to-honour-late-record-holder-kiptum,Sports
MP questions decision to continue with SPM examinations during floods as students are mentally-affected,,Education
Soccer-Battling Bayern edge 10-man PSG 1-0 thanks to Kim strike,https://www.thestar.com.my/sport/football/2024/11/27/soccer-battling-bayern-edge-10-man-psg-1-0-thanks-to-kim-strike,Sports
Starchild: Why Malaysian kids dream of meeting their favourite book characters,,Health and Family
"Ceasefire between Israel, takes effect",,World & Politics
The US is playing politics while the world burns,,Environment
Soccer-Griezmann's late brace leads Atletico to 4-3 comeback win over Sevilla,https://www.thestar.com.my/sport/football/2024/12/09/soccer-griezmann039s-late-brace-leads-atletico-to-4-3-comeback-win-over-sevilla,Sports
Muhyiddin's sedition trial transferred to KL High Court,,Crime
"Athletics-Kenya's Kipyegon, Chebet cap season with Diamond League titles",https://www.thestar.com.my/sport/athletics/2024/09/15/athletics-kenya039s-kipyegon-chebet-cap-season-with-diamond-league-titles,Sports
your footprint: A guide to sustainable streaming,,Science & Technology
Qatar breaks ground for plant,,World & Politics
Gukesh Dommaraju: Amerind teen with chess world at his finger tips,,People and Living
'He was unique': Rohit India's 'bad boy of,,Entertainment & Style
Is Planet Earth making progress on addressing climate change?,,Environment
Cricket-Australia in ascendancy as Starc takes six wickets to floor India,https://www.thestar.com.my/sport/cricket/2024/12/06/cricket-reinforced-india-bat-first-in-pink-ball-test-v-australia,Sports
Magma Post net loss of RM2.89mil on one-off costs in 3Q,,Business & Economy
Cycling-Olympic gold medallist Marchant suffers broken arm in crash,https://www.thestar.com.my/sport/cycling/2024/12/08/cycling-olympic-gold-medallist-marchant-hospitalised-after-crash,Sports
diva Faye Wong lends daughter Leah Dou’s concert,,Entertainment & Style
Athletics-Jamaican sprinter Bromfield speaks out about online abuse,https://www.thestar.com.my/sport/athletics/2024/08/24/athletics-jamaican-sprinter-bromfield-speaks-out-about-online-abuse,Sports
Philippine VP's swapped out amid investigation,,World & Politics
Motor racing-McLaren v Ferrari is Formula One's big fight now,https://www.thestar.com.my/sport/motorsport/2024/11/28/motor-racing-mclaren-v-ferrari-is-formula-one039s-big-fight-now,Sports
"'Horrifying concerning': DNB's dealings a when I became minister, says Fahmi",,World & Politics
How YouTuber turned niche following into for livestreams,,Science & Technology
Wall ends higher on tech stocks,,Science & Technology
Woman in cyanide poisoning case faces 14 new murder charges,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/woman-in-cyanide-poisoning-case-faces-14-new-murder-charges,Crime
‘More work to be done’,,Education
"Beijing, EU aim to resolve tariffs dispute",https://www.thestar.com.my/business/business-news/2024/11/27/beijing-eu-aim-to-resolve-tariffs-dispute,Business & Economy
